model,quant,mode,problem_id,run_id,duration_s,tokens,success,tool_calls,context_len,inter_token_avg_ms,inter_token_p95_ms,ttft_ms,energy_joules,energy_per_token_j,tps
gemma-3n-e2b-it,Q4_K_M,tool_submission,60,4,334.79419,206,False,1,476,1601.000256008572,3219.3310976028433,0.010967254638671875,5184.475857530831,25.04577708952092,0.615303389822864
gemma-3n-e2b-it,Q4_K_M,tool_submission,64,0,161.692564,92,True,1,701,1706.521362386724,3359.6088886260986,0.010013580322265625,4311.446550990169,46.359640333227624,0.5689810200548245
gemma-3n-e2b-it,Q4_K_M,tool_submission,61,0,328.702372,210,True,1,424,1542.8767260781963,2991.102933883667,0.024080276489257812,5962.496905569307,28.258279173314254,0.6388758277655507
gemma-3n-e2b-it,Q4_K_M,tool_submission,60,2,418.417059,223,False,1,476,1850.5479906286512,3904.6107888221736,0.007867813110351562,4589.747806411738,20.489945564338115,0.5329610617047046
gemma-3n-e2b-it,Q4_K_M,tool_submission,63,1,292.01957,181,False,1,491,1582.612116258223,3196.3025212287894,0.010967254638671875,1997.589795770595,10.975768108629643,0.6198214729238866
gemma-3n-e2b-it,Q4_K_M,tool_submission,63,0,315.865208,191,False,1,491,1622.2355713446934,3330.4782748222324,0.010967254638671875,2522.290343539276,13.136928872600395,0.6046883137569238
gemma-3n-e2b-it,Q4_K_M,tool_submission,60,3,367.521417,206,False,1,476,1753.41632746268,3624.06632900238,0.009775161743164062,3889.587441482185,18.79027749508302,0.5605115524464797
gemma-3n-e2b-it,Q4_K_M,tool_submission,60,0,367.084876,204,False,1,476,1774.8570197966042,3488.0684852600093,0.009059906005859375,3761.242751216115,18.347525615688365,0.5557297871351148
gemma-3n-e2b-it,Q4_K_M,tool_submission,63,3,337.60826,171,False,1,491,1938.522104607072,4141.382920742034,0.0069141387939453125,9562.890226461452,55.59819899105495,0.5065041951284012
gemma-3n-e2b-it,Q4_K_M,tool_submission,63,2,280.045681,191,False,1,491,1438.8962040344875,2703.0616283416734,0.011205673217773438,4936.718845924518,25.71207732252353,0.6820315861254078
gemma-3n-e2b-it,Q4_K_M,tool_submission,60,1,339.078355,204,False,1,476,1631.8782143476533,3114.974355697631,0.009059906005859375,5750.090997565665,28.049224378369097,0.6016308531401245
gemma-3n-e2b-it,Q4_K_M,tool_submission,62,0,187.539516,108,True,1,381,1687.150594291337,3532.451963424682,0.008821487426757812,2373.8375858001687,21.778326475230905,0.5758786324264589
gemma-3n-e2b-it,Q4_K_M,tool_submission,63,4,303.861658,172,False,1,491,1732.4149884240476,3491.701030731201,0.008821487426757812,8146.192263392449,47.08781655140144,0.5660470660632018
llama-3.2-3b-instruct,Q4_K_M,base,17,0,2.778893,20,True,0,275,84.21861557733445,20.954132080078125,0.009059906005859375,12.355457675457,0.5883551274027143,7.197110504074824
llama-3.2-3b-instruct,Q4_K_M,base,15,0,2.998973,24,False,0,419,74.35079574584961,21.519994735717773,0.015974044799804688,4.475190107345581,0.17900760429382323,8.002739604524615
llama-3.2-3b-instruct,Q4_K_M,base,18,0,2.949409,28,True,0,424,61.92620869340568,16.97578430175779,0.009059906005859375,11.734064734458924,0.40462292187789395,9.493427327305232
llama-3.2-3b-instruct,Q4_K_M,base,15,1,2.759061,50,False,0,419,36.03725339852127,20.986080169677734,0.009059906005859375,11.381396026611329,0.22316462797277115,18.12210748511903
llama-3.2-3b-instruct,Q4_K_M,base,15,2,3.057624,31,False,0,419,57.73496627807617,21.302425861358643,0.007867813110351562,12.545885364294053,0.39205891763418915,10.13859127217735
llama-3.2-3b-instruct,Q4_K_M,base,16,0,2.752748,42,True,0,413,40.96484184265137,21.194839477539062,0.008106231689453125,8.625445218086243,0.2005917492578196,15.257480888188821
llama-3.2-3b-instruct,Q4_K_M,base,15,3,2.747465,59,False,0,419,30.618035793304443,21.32108211517334,0.010013580322265625,12.317931797504427,0.20529886329174044,21.47434089242265
llama-3.2-3b-instruct,Q4_K_M,base,15,4,2.857743,25,False,0,419,71.01657757392296,119.58318948745728,0.009059906005859375,12.910353838920592,0.49655207072771507,8.748162448477697
llama-3.2-3b-instruct,Q4_K_M,base,19,0,2.744567,16,True,0,357,103.42557290021111,336.60883903503304,0.007867813110351562,11.745803036212921,0.690929590365466,5.82969918387855
llama-3.2-3b-instruct,F16,base,42,0,2.897829,39,False,0,318,44.00797486305237,115.02392292022704,0.008106231689453125,14.83150427913666,0.3707876069784165,13.458351062122713
llama-3.2-3b-instruct,F16,base,42,1,5.061288,74,True,0,318,52.1232000986735,44.07820701599121,0.010967254638671875,54.53721649837493,0.7271628866449991,14.620784274674746
llama-3.2-3b-instruct,F16,base,43,4,2.931891,53,False,0,380,32.75379869672987,43.61153841018677,0.010013580322265625,15.901354250907898,0.29446952316496106,18.077070395863966
llama-3.2-3b-instruct,F16,base,40,0,2.953592,30,False,0,611,55.7857790300923,43.66958141326904,0.01621246337890625,4.7738308033943175,0.15399454204497798,10.157123935871983
llama-3.2-3b-instruct,F16,base,43,3,2.785066,40,False,0,380,44.57647044484208,115.32711982727051,0.010013580322265625,9.569211763381958,0.23339540886297458,14.362316727862105
llama-3.2-3b-instruct,F16,base,43,2,2.738536,39,False,0,380,45.9189236164093,43.75119209289551,0.009298324584960938,5.562176595926285,0.13905441489815712,14.241185801464725
llama-3.2-3b-instruct,F16,base,40,1,2.925868,30,False,0,611,59.01722754201582,81.60006999969482,0.010013580322265625,10.076506124019621,0.3250485846457942,10.253367547681577
llama-3.2-3b-instruct,F16,base,40,2,2.897831,27,False,0,611,64.61510487965175,44.024693965911865,0.008821487426757812,9.309998995304108,0.33249996411800387,9.317313535537442
llama-3.2-3b-instruct,F16,base,43,1,2.82667,43,False,0,380,41.366566311229356,134.94294881820693,0.015020370483398438,9.454697851181031,0.21487949661775071,15.212246211973806
llama-3.2-3b-instruct,F16,base,43,0,2.749458,41,False,0,380,42.16093676430838,124.71386194229089,0.010251998901367188,10.607471338748931,0.2525588413987841,14.912029934627114
llama-3.2-3b-instruct,F16,base,40,3,2.747013,27,False,0,611,65.46467542648315,43.564391136169434,0.010013580322265625,9.211032761335373,0.3289654557619776,9.82885774475767
llama-3.2-3b-instruct,F16,base,40,4,2.84399,27,False,0,611,65.27825764247349,130.8474779129028,0.009059906005859375,16.335996562004087,0.5834284486430031,9.493704267595879
llama-3.2-3b-instruct,F16,base,44,0,2.786843,35,True,0,364,49.576030837164986,64.03577327728271,0.008106231689453125,9.849766896486283,0.2736046360135079,12.559013909287318
llama-3.2-3b-instruct,F16,base,41,0,2.712011,27,True,0,380,62.39914894104004,43.2995080947876,0.015020370483398438,12.526712535858152,0.4473825905663626,9.955711831552305
llama-3.2-3b-instruct,Q4_K_M,full_tool,17,0,8.869117,122,False,1,3253,14.18160229194455,22.733759880065918,0.009059906005859375,52.843718975067134,0.42962373150461086,13.755597090443164
llama-3.2-3b-instruct,Q4_K_M,full_tool,17,1,5.085785,84,False,1,1747,20.069495369406308,22.257089614868164,0.009298324584960938,13.356652543544769,0.1571370887475855,16.516624277274797
llama-3.2-3b-instruct,Q4_K_M,full_tool,16,4,6.953315,79,False,1,2473,21.008464694023132,11.830711364746094,0.007867813110351562,2.1869388790130615,0.027336735987663268,11.361487290594486
llama-3.2-3b-instruct,Q4_K_M,full_tool,15,0,13.235427,102,False,0,4220,16.838011232394617,12.098956108093262,0.009059906005859375,13.902902503967287,0.13497963596084744,7.70658929251017
llama-3.2-3b-instruct,Q4_K_M,full_tool,16,3,5.128842,242,False,2,2173,15.704506218678667,22.461271286010742,0.009775161743164062,97.61482102632522,0.40170708241286096,47.18414020162836
llama-3.2-3b-instruct,Q4_K_M,full_tool,18,0,10.87337,344,False,1,3496,16.414947786192965,23.255634307861328,0.007867813110351562,55.913904268980026,0.162069287736174,31.6369258104893
llama-3.2-3b-instruct,Q4_K_M,full_tool,18,1,8.75428,107,False,1,2919,15.676639698169849,24.141693115234368,0.009059906005859375,52.613137676239006,0.4871586821873982,12.222592834590623
llama-3.2-3b-instruct,Q4_K_M,full_tool,16,2,6.898667,77,False,1,2396,20.67987124125163,22.642886638641354,0.009059906005859375,4.060671981811523,0.052059897202711834,11.161576577040174
llama-3.2-3b-instruct,Q4_K_M,full_tool,15,1,2.789161,123,False,1,1549,14.799831374999016,22.360289096832275,0.010251998901367188,54.986219001293186,0.44343725001042894,44.09928290263631
llama-3.2-3b-instruct,Q4_K_M,full_tool,15,2,7.005857,98,False,1,2797,14.834189655804876,13.98777961730957,0.008821487426757812,34.7486855456829,0.3509968236937667,13.988295793077135
llama-3.2-3b-instruct,Q4_K_M,full_tool,18,2,3.104294,100,True,1,1419,15.901376705358524,21.838903427124023,0.010967254638671875,28.191788492679596,0.2791266187394019,32.21344370088658
llama-3.2-3b-instruct,Q4_K_M,full_tool,16,1,4.929152,210,False,1,1982,18.299137811525174,22.766590118408203,0.010013580322265625,61.161145740509035,0.2898632499550191,42.603677062504865
llama-3.2-3b-instruct,Q4_K_M,full_tool,16,0,4.864096,159,False,1,1761,24.16011095046997,25.083839893341064,0.008821487426757812,36.531725292444236,0.22832328307777647,32.688499569087455
llama-3.2-3b-instruct,Q4_K_M,full_tool,15,3,8.850755,116,False,1,2822,30.811701065454727,20.544958114623995,0.009059906005859375,61.35082979846001,0.5243660666535044,13.106226530956965
llama-3.2-3b-instruct,Q4_K_M,full_tool,19,1,7.238353,32,True,2,2222,56.15609342401678,11.676645278930664,0.009059906005859375,1.2735932385921478,0.038593734502792354,4.420895195357287
llama-3.2-3b-instruct,Q4_K_M,full_tool,17,2,11.380277,51,True,5,2293,34.300056787637565,65.7151699066158,0.007867813110351562,9.624460965394974,0.1850857877960572,4.4814374904934215
llama-3.2-3b-instruct,Q4_K_M,full_tool,15,4,6.91666,105,False,1,3031,15.814056936300025,12.745082378387451,0.008344650268554688,49.9845347161293,0.4715522143031066,15.180737523602431
llama-3.2-3b-instruct,Q4_K_M,full_tool,19,0,7.22216,230,False,4,2692,16.104424670661167,21.92068099975586,0.010013580322265625,95.14327963352204,0.41187566940918635,31.84642821538155
llama-3.2-3b-instruct,F16,full_tool,42,0,17.532963,193,False,2,3013,42.07379301798712,124.22904968261719,0.008821487426757812,122.30224890398979,0.6304239634226277,11.007837066672645
llama-3.2-3b-instruct,F16,full_tool,44,2,6.749638,60,True,2,1909,28.117242406626218,98.08802604675293,0.007867813110351562,42.0567556014061,0.6894550098591165,8.889365622274854
llama-3.2-3b-instruct,F16,full_tool,42,1,63.425266,726,False,3,8570,35.109799042692536,130.7674169540405,0.009775161743164062,399.37387016248704,0.5493450758768735,11.446542455178667
llama-3.2-3b-instruct,F16,full_tool,43,4,14.778177,80,False,1,2763,46.00946697188012,122.06530570983887,0.010967254638671875,57.884233517169946,0.7146201668786413,5.413387591717165
llama-3.2-3b-instruct,F16,full_tool,40,0,19.771987,160,False,2,3879,35.970659729856884,122.31612205505371,0.009298324584960938,110.01471896362304,0.6833212357989009,8.092256989649043
llama-3.2-3b-instruct,F16,full_tool,43,3,7.194729,168,False,1,1747,36.63193967920789,46.34761810302734,0.010967254638671875,61.494448359966285,0.3638724755027591,23.350427792346313
llama-3.2-3b-instruct,F16,full_tool,43,2,22.936818,84,False,0,3842,43.686925663667566,125.82659721374512,0.010967254638671875,76.3946629421711,0.8987607404961305,3.6622342297000396
llama-3.2-3b-instruct,F16,full_tool,40,1,11.703493,104,False,3,2871,34.361993698846724,44.83757019042969,0.009298324584960938,54.99581997942924,0.5237697140898023,8.886235929734823
llama-3.2-3b-instruct,F16,full_tool,40,2,24.454687,199,False,8,3883,38.74433517456055,126.31553411483765,0.009059906005859375,143.75533046984674,0.7187766523492337,8.13749936770812
llama-3.2-3b-instruct,F16,full_tool,42,4,57.475293,423,False,2,8078,33.6122546555861,132.04246759414667,0.010013580322265625,249.7687394218445,0.5890772156175578,7.359684099392064
llama-3.2-3b-instruct,F16,full_tool,43,1,23.160464,79,False,0,4046,46.539562940597534,118.56660842895508,0.010013580322265625,37.86304187607765,0.47328802345097065,3.410985203059835
llama-3.2-3b-instruct,F16,full_tool,43,0,8.952753,207,False,1,1865,36.43435125167553,100.70835351943819,0.009059906005859375,116.2368977408409,0.5588312391386582,23.12137953543452
llama-3.2-3b-instruct,F16,full_tool,40,3,11.600678,130,False,1,2853,29.885577791519747,51.34844779968262,0.008821487426757812,31.67423386573791,0.24178804477662527,11.206241566225698
llama-3.2-3b-instruct,F16,full_tool,42,2,35.356193,489,False,3,5610,33.86239567581488,124.1292595863341,0.010967254638671875,291.4563481397629,0.5948088737546181,13.830674586486165
llama-3.2-3b-instruct,F16,full_tool,40,4,6.994569,61,True,1,2246,27.445647024339245,28.702831268310543,0.010013580322265625,45.462436723709104,0.733265108446921,8.72105200477685
llama-3.2-3b-instruct,F16,full_tool,44,0,10.805816,140,False,3,2597,39.890759380151195,119.8129653930664,0.009059906005859375,82.9773726451397,0.5884920045754588,12.955985924616892
llama-3.2-3b-instruct,F16,full_tool,44,1,8.810559,91,False,1,2241,41.18128185686858,81.23751878738423,0.009059906005859375,14.119193095207214,0.1534694901652958,10.328516045349676
llama-3.2-3b-instruct,F16,full_tool,41,0,6.990575,44,True,1,1862,37.589756647745766,22.913408279418945,0.009059906005859375,8.372508396148682,0.18605574213663736,6.294188961566109
llama-3.2-3b-instruct,F16,full_tool,42,3,15.664959,160,False,1,2875,36.327070330981144,123.77214431762695,0.009059906005859375,44.00344727063179,0.2733133370846695,10.21387927028727
llama-3.2-3b-instruct,Q4_K_M,tool_submission,17,0,2.714169,13,True,0,271,127.01928615570068,591.3709521293634,0.007867813110351562,6.264927134513855,0.44749479532241826,4.789679640435065
llama-3.2-3b-instruct,Q4_K_M,tool_submission,16,4,2.880449,71,False,0,409,25.692333777745564,21.297442913055423,0.008821487426757812,9.405314490795135,0.1306293679277102,24.648934940351314
llama-3.2-3b-instruct,Q4_K_M,tool_submission,15,0,2.904873,20,False,0,415,87.50565846761067,21.174907684326172,0.010013580322265625,5.530542313098907,0.2633591577666146,6.88498257927283
llama-3.2-3b-instruct,Q4_K_M,tool_submission,16,3,2.736421,56,False,0,409,32.43433383473179,21.21114730834961,0.008821487426757812,14.442002824544906,0.253368470606051,20.464687268516066
llama-3.2-3b-instruct,Q4_K_M,tool_submission,18,0,2.83976,43,True,0,420,40.12937979264693,21.82855606079102,0.007867813110351562,9.348601108551025,0.21246820701252328,15.142124686593233
llama-3.2-3b-instruct,Q4_K_M,tool_submission,16,2,2.936968,80,False,0,409,22.437963956668053,21.01588249206543,0.008821487426757812,9.151855807304383,0.11298587416425164,27.23897570555757
llama-3.2-3b-instruct,Q4_K_M,tool_submission,15,1,2.876354,22,False,0,415,80.3628278815228,19.80814933776854,0.010013580322265625,11.760006099700927,0.5113046130304751,7.648571768287213
llama-3.2-3b-instruct,Q4_K_M,tool_submission,15,2,2.880279,20,False,0,415,86.52009282793317,21.853208541870117,0.009059906005859375,12.703498935699463,0.6049285207475934,6.94377176655456
llama-3.2-3b-instruct,Q4_K_M,tool_submission,16,1,2.771763,71,False,0,409,25.583793719609577,21.663260459899902,0.008821487426757812,9.640838990926742,0.1339005415406492,25.615465680146535
llama-3.2-3b-instruct,Q4_K_M,tool_submission,16,0,2.746908,91,False,0,409,19.09128479335619,20.74657678604126,0.008106231689453125,10.819017219543458,0.11759801325590714,33.12815718618898
llama-3.2-3b-instruct,Q4_K_M,tool_submission,15,3,2.732828,59,False,0,415,30.63563108444214,21.145319938659668,0.007867813110351562,9.795088980197907,0.16325148300329845,21.589357251901692
llama-3.2-3b-instruct,Q4_K_M,tool_submission,15,4,2.900566,20,False,0,415,88.01805405389695,115.91815948486328,0.009059906005859375,10.288909896612168,0.48994809031486514,6.895205970145137
llama-3.2-3b-instruct,Q4_K_M,tool_submission,19,0,2.897798,16,True,0,353,102.07605361938477,332.03792572021376,0.007867813110351562,10.687148263454437,0.6286557802032022,5.521433861159405
llama-3.2-3b-instruct,F16,tool_submission,42,0,9.076209,251,False,0,314,32.172896559276275,117.22872257232663,0.013113021850585938,160.5572332234383,0.6371318778707868,27.654717955481193
llama-3.2-3b-instruct,F16,tool_submission,42,1,2.878148,65,True,0,314,25.878118746208422,43.61891746520996,0.007867813110351562,43.45526031064988,0.6584130350098466,22.583967190012466
llama-3.2-3b-instruct,F16,tool_submission,43,4,2.930458,48,False,0,376,36.78034762946927,43.505239486694336,0.009059906005859375,9.411978192329407,0.19208118759855933,16.37969218463462
llama-3.2-3b-instruct,F16,tool_submission,40,0,2.866656,39,False,0,607,43.77660155296326,43.60802173614502,0.009775161743164062,1.8863917617797852,0.04715979404449463,13.604701784936875
llama-3.2-3b-instruct,F16,tool_submission,43,3,2.902303,43,False,0,376,41.54432361776178,109.79546308517466,0.008106231689453125,9.878370005607605,0.22450840921835466,14.81582040193598
llama-3.2-3b-instruct,F16,tool_submission,43,2,2.811763,49,False,0,376,37.94055938720703,43.46340894699097,0.009059906005859375,2.2108775200843813,0.04421755040168763,17.426788815415808
llama-3.2-3b-instruct,F16,tool_submission,40,1,2.73654,30,False,0,607,58.731655920705485,86.95447444915771,0.008344650268554688,14.627629826545714,0.47185902666276497,10.962748580324059
llama-3.2-3b-instruct,F16,tool_submission,40,2,2.905925,36,False,0,607,43.199487634607266,43.98684501647949,0.010013580322265625,10.146490738391876,0.2742294794159966,12.388482152842899
llama-3.2-3b-instruct,F16,tool_submission,43,1,2.922558,50,False,0,376,35.91382269765816,82.60726928710938,0.013113021850585938,10.460147460937499,0.20510093060661763,17.108300331421994
llama-3.2-3b-instruct,F16,tool_submission,43,0,2.769608,41,False,0,376,42.653804733639674,43.284809589385986,0.010013580322265625,7.336479851245881,0.1746780916963305,14.803538984578324
llama-3.2-3b-instruct,F16,tool_submission,40,3,4.758453,125,False,0,607,30.455842850700257,100.14897584915161,0.010251998901367188,41.374243000984194,0.328367007944319,26.26904164021374
llama-3.2-3b-instruct,F16,tool_submission,40,4,4.803438,126,False,0,607,30.121315182663324,99.02436733245762,0.009059906005859375,83.9899347448349,0.6613380688569677,26.23121189448058
llama-3.2-3b-instruct,F16,tool_submission,44,0,2.746147,35,True,0,360,49.33210876252916,62.849342823028564,0.008821487426757812,11.132354276657106,0.30923206324047514,12.745129812788608
llama-3.2-3b-instruct,F16,tool_submission,41,0,2.802121,24,True,0,376,72.98175811767578,39.793157577514584,0.008821487426757812,1.649132044315338,0.06596528177261353,8.564940628902178
qwen-3-0.6b,Q4_K_M,base,25,1,8.767618,827,False,0,407,9.502240137201577,14.999079704284666,0.009775161743164062,90.16879812192917,0.10889951464001107,94.32436495294388
qwen-3-0.6b,Q4_K_M,base,26,2,23.011178,2049,False,0,471,10.698111363304365,15.549612045288082,0.009059906005859375,231.26067978692058,0.11286514386867769,89.04368129263091
qwen-3-0.6b,Q4_K_M,base,28,1,12.764365,1154,True,0,352,10.30287453622529,14.97375965118407,0.009059906005859375,121.36638388371468,0.10507912024564041,90.4079443043191
qwen-3-0.6b,Q4_K_M,base,29,4,23.144726,2049,False,0,438,10.879139600002574,16.83597564697265,0.010013580322265625,162.39716475725174,0.07925679099914677,88.52988797534263
qwen-3-0.6b,Q4_K_M,base,28,0,23.673602,2049,False,0,352,10.962692570721249,14.22400474548338,0.008821487426757812,241.68579612588883,0.11795304837769098,86.55210136590115
qwen-3-0.6b,Q4_K_M,base,26,3,23.273966,2049,False,0,471,10.943526113946708,12.241601943969716,0.013828277587890625,123.20700401782989,0.06013030942793064,88.03828277483949
qwen-3-0.6b,Q4_K_M,base,25,0,9.003683,795,False,0,407,10.208198473082115,12.12221384048462,0.014066696166992188,51.54434826087952,0.06475420635788884,88.29720015686914
qwen-3-0.6b,Q4_K_M,base,26,4,12.923351,1102,True,0,471,10.791183058391997,13.920783996581994,0.010967254638671875,120.87832124900817,0.10959049977244621,85.27200104678732
qwen-3-0.6b,Q4_K_M,base,27,1,6.735266,499,False,0,495,11.70113229751587,12.401163578033445,0.010967254638671875,51.33209848666191,0.10266419697332382,74.08764553619709
qwen-3-0.6b,Q4_K_M,base,29,2,22.822513,2049,False,0,438,10.704062519101413,17.15245246887205,0.023126602172851562,247.13560790371895,0.12061279058258612,89.77977140378889
qwen-3-0.6b,Q4_K_M,base,29,3,23.588191,2049,False,0,438,11.02295906267962,16.48135185241698,0.009059906005859375,241.2086893670559,0.1177201997887047,86.86549977486617
qwen-3-0.6b,Q4_K_M,base,27,0,9.288925,779,False,0,495,10.414923154390776,12.245368957519519,0.010967254638671875,80.16759716939926,0.10277897072999904,83.86331034000166
qwen-3-0.6b,Q4_K_M,base,29,0,23.026638,2049,False,0,438,10.680138046651889,14.792346954345698,0.007867813110351562,241.32166006040575,0.11777533433889983,88.98389769275046
qwen-3-0.6b,Q4_K_M,base,27,3,10.710596,882,False,0,495,11.183575082608284,15.194177627563477,0.008821487426757812,52.56776961112023,0.05953314791746345,82.34835857873829
qwen-3-0.6b,Q4_K_M,base,25,4,10.848574,924,False,0,407,10.695653863855311,15.512275695800781,0.010967254638671875,96.62974019432068,0.10446458399386019,85.17248442053307
qwen-3-0.6b,Q4_K_M,base,27,2,22.955781,2049,False,0,495,10.696368429240742,14.502000808715811,0.009059906005859375,245.27746495437623,0.11970593702019337,89.25856192825675
qwen-3-0.6b,Q4_K_M,base,29,1,22.813101,2049,False,0,438,10.714412840940476,17.243528366088864,0.010013580322265625,130.00274512672425,0.06344692295106112,89.81681183982835
qwen-3-0.6b,Q4_K_M,base,25,3,22.796084,2048,False,0,407,10.700348937377631,17.006206512451158,0.007867813110351562,131.433383685112,0.06414513601030357,89.83999181613824
qwen-3-0.6b,Q4_K_M,base,26,0,23.10079,2049,False,0,471,10.7386627681317,11.181163787841797,0.014781951904296875,243.57239930915833,0.11887379175654383,88.69826529742056
qwen-3-0.6b,Q4_K_M,base,26,1,22.796366,2049,False,0,471,10.699170807502862,14.153146743774398,0.015974044799804688,134.38088945817947,0.06558364541638823,89.88274710100724
qwen-3-0.6b,Q4_K_M,base,27,4,10.876665,1017,False,0,495,9.725813547145641,14.239883422851559,0.011920928955078125,103.72866012167931,0.1018945580763058,93.50292575895277
qwen-3-0.6b,Q4_K_M,base,25,2,8.831345,786,False,0,407,9.995298434091493,14.815759658813457,0.009059906005859375,84.90478713297844,0.1078841005501632,89.00116573409825
qwen-3-0.6b,F16,base,53,0,7.192823,472,True,0,436,12.577886057202457,15.3872013092041,0.012159347534179688,113.17978794765472,0.23928073561872032,65.62096689992232
qwen-3-0.6b,F16,base,50,2,21.030905,1660,True,0,503,12.035418963446666,17.267227172851562,0.012159347534179688,356.17515300250056,0.2144341679726072,78.93145825155884
qwen-3-0.6b,F16,base,51,0,6.733641,446,True,0,390,13.056937480132852,15.20688533782959,0.013113021850585938,85.88809020781517,0.19214337854097352,66.23459730033127
qwen-3-0.6b,F16,base,54,1,14.985296,1128,True,0,468,12.265615699774823,17.95272827148437,0.009059906005859375,238.54486326479912,0.21128862999539338,75.27378838562815
qwen-3-0.6b,F16,base,54,0,27.586441,2049,False,0,468,13.006723817236077,17.589330673217766,0.012159347534179688,541.9100554437637,0.264475380890075,74.2756196785225
qwen-3-0.6b,F16,base,52,0,4.747939,342,True,0,366,11.14268843517747,14.768850803375244,0.010013580322265625,97.60834328985214,0.28374518398212834,72.03125398199093
qwen-3-0.6b,F16,base,50,1,26.821079,2049,False,0,503,12.637302083117373,19.228219985961914,0.010013580322265625,503.4819525589943,0.24572081628062192,76.39513682503228
qwen-3-0.6b,F16,base,50,0,27.333598,2049,False,0,503,12.787804363878138,18.64337921142578,0.013113021850585938,337.964013346672,0.16494095331706785,74.962688775916
qwen-3-0.6b,Q4_K_M,full_tool,25,1,18.823211,1590,False,1,1087,11.257868004924168,16.83962345123291,0.012159347534179688,181.90930707120896,0.11433645950421682,84.47017886586937
qwen-3-0.6b,Q4_K_M,full_tool,26,2,50.311704,524,False,1,1579,10.858569826398577,12.646198272705078,0.009298324584960938,52.548655914783474,0.1000926779329209,10.415071610375193
qwen-3-0.6b,Q4_K_M,full_tool,29,4,29.235638,523,False,1,1256,10.737809061094095,11.9844913482666,0.015020370483398438,65.90917352962495,0.12578086551455142,17.889125593906996
qwen-3-0.6b,Q4_K_M,full_tool,28,0,15.413794,1341,True,1,832,10.642590892297145,13.11801671981812,0.014066696166992188,150.63705886268616,0.11224818097070503,86.99999493959761
qwen-3-0.6b,Q4_K_M,full_tool,26,3,99.064702,566,False,1,2317,10.300278873880915,14.459633827209462,0.012159347534179688,50.73693210077286,0.08948312539818847,5.713437668242317
qwen-3-0.6b,Q4_K_M,full_tool,25,0,14.982348,1343,False,1,895,10.406830303725743,14.680731296539305,5.678892135620117,78.76536403608323,0.05860518157446669,89.63882029705891
qwen-3-0.6b,Q4_K_M,full_tool,26,4,85.030532,1469,True,1,1854,10.793361209687733,13.073313236236572,0.01811981201171875,164.0310140914917,0.11158572387176306,17.276147349048692
qwen-3-0.6b,Q4_K_M,full_tool,27,1,48.905482,463,False,1,1515,8.311126766533688,10.98952293395996,0.011682510375976562,40.320689236402515,0.08689803714741921,9.46724132071738
qwen-3-0.6b,Q4_K_M,full_tool,29,2,18.791389,1692,False,1,926,10.581611389953288,16.72801971435547,0.010967254638671875,104.09223518729209,0.06148389556248794,90.04124176238383
qwen-3-0.6b,Q4_K_M,full_tool,29,3,8.811996,849,False,1,926,9.248250512515797,15.096664428710938,0.011920928955078125,87.59285887742043,0.10305042220872991,96.34593569947148
qwen-3-0.6b,Q4_K_M,full_tool,27,0,9.026792,853,False,1,953,9.546941560660368,12.614667415618891,0.009059906005859375,37.86368934464454,0.04433687276890461,94.49647227941
qwen-3-0.6b,Q4_K_M,full_tool,29,0,12.768374,1111,False,1,1018,10.680484900371633,12.226974964141846,0.009059906005859375,120.68122743725777,0.10852628366659872,87.01186227784368
qwen-3-0.6b,Q4_K_M,full_tool,27,3,18.81052,1691,False,1,953,10.578933055237394,16.262471675872803,0.009775161743164062,117.36262432599068,0.06936325314774863,89.89650472182586
qwen-3-0.6b,Q4_K_M,full_tool,25,4,14.931321,1383,False,1,1056,10.027049766110547,15.52616357803344,0.009775161743164062,147.62048294305802,0.10666219865827892,92.62408865230343
qwen-3-0.6b,Q4_K_M,full_tool,27,2,34.939113,1140,False,1,1252,10.408989281951076,14.17088508605957,0.007867813110351562,121.51358536577224,0.10649744554405981,32.62818950212045
qwen-3-0.6b,Q4_K_M,full_tool,29,1,10.894965,873,False,1,903,11.274513445402446,13.584935665130612,0.008821487426757812,97.21030949497222,0.1112246104061467,80.12875672386282
qwen-3-0.6b,Q4_K_M,full_tool,25,3,14.7597,1246,False,1,1030,11.14385072575059,15.588116645813,0.013113021850585938,61.63118963646888,0.04942356827303038,84.41906000799474
qwen-3-0.6b,Q4_K_M,full_tool,26,0,17.008549,1493,False,1,1080,10.778819860384328,13.89474868774414,0.011205673217773438,89.06267862462998,0.059613573376593024,87.77938670723765
qwen-3-0.6b,Q4_K_M,full_tool,26,1,20.816794,1866,False,2,1082,10.668907947060125,17.32912063598631,0.010013580322265625,218.75713236522674,0.11717039762465278,89.6391634561979
qwen-3-0.6b,Q4_K_M,full_tool,27,4,4.801194,425,False,1,924,9.045342884153268,11.74616813659668,0.010967254638671875,42.66318819928169,0.10014832910629505,88.51964740437484
qwen-3-0.6b,Q4_K_M,full_tool,25,2,10.865807,958,False,1,1009,10.159527546919424,13.441824913024892,0.008821487426757812,107.2951644334793,0.11188234038944661,88.16648409087333
qwen-3-0.6b,F16,full_tool,53,0,10.730752,763,True,1,1020,12.88344629147914,16.22997522354126,0.009059906005859375,181.80588244104388,0.23796581471340822,71.10405682658586
qwen-3-0.6b,F16,full_tool,51,0,8.919634,600,True,1,923,13.103047940576335,12.077808380126953,0.010967254638671875,128.625193598032,0.21401862495512813,67.26733406325864
